unit_id,cycle,vibration_x,vibration_y,temperature_bearing,pressure_inlet,rpm_shaft,rul
1,66,2.17,1.801,66.08,5.019,3588.0,134
1,67,2.061,1.749,66.59,5.063,3590.3,133
1,68,2.018,1.788,66.47,5.048,3594.3,132
1,69,2.027,1.752,66.73,5.008,3593.7,131
1,70,2.124,1.809,66.15,5.056,3592.1,130
1,71,2.119,1.785,66.57,5.022,3587.2,129
1,72,2.103,1.791,66.93,5.018,3587.3,128
1,73,2.169,1.746,66.02,5.044,3591.2,127
1,74,2.11,1.829,66.86,5.056,3590.0,126
1,75,2.203,1.767,65.43,5.072,3586.0,125
1,76,2.114,1.828,65.63,5.014,3581.4,124
1,77,2.078,1.793,66.7,5.045,3582.2,123
1,78,2.017,1.778,66.2,5.049,3590.6,122
1,79,2.115,1.806,66.55,5.05,3585.0,121
1,80,2.102,1.783,66.84,5.032,3589.9,120
1,81,2.099,1.771,66.85,5.0,3582.6,119
1,82,2.05,1.682,66.1,5.054,3586.7,118
1,83,2.117,1.819,67.1,5.038,3593.2,117
1,84,2.113,1.742,66.14,5.01,3584.3,116
1,85,2.095,1.808,67.29,5.012,3589.4,115
1,86,2.068,1.795,66.37,5.003,3591.5,114
1,87,2.085,1.754,65.9,5.026,3589.5,113
1,88,2.102,1.789,66.62,5.066,3586.5,112
1,89,2.051,1.818,66.27,5.062,3589.4,111
1,90,2.104,1.79,67.41,5.081,3588.1,110
1,91,2.116,1.819,66.01,5.046,3587.7,109
1,92,2.122,1.742,65.64,4.998,3583.4,108
1,93,2.091,1.764,67.4,5.062,3584.0,107
1,94,2.123,1.759,66.29,5.043,3590.3,106
1,95,2.096,1.818,65.86,5.04,3598.2,105
1,96,2.119,1.833,66.48,5.051,3587.6,104
1,97,2.103,1.744,66.65,5.022,3590.5,103
1,98,2.153,1.79,66.29,5.049,3586.6,102
1,99,2.147,1.702,66.27,5.0,3581.8,101
1,100,2.164,1.811,66.07,5.009,3576.0,100
1,101,2.088,1.873,66.65,5.028,3589.7,99
1,102,2.05,1.766,66.49,5.037,3591.0,98
1,103,2.129,1.807,66.11,5.056,3594.3,97
1,104,2.08,1.748,67.14,5.034,3593.3,96
1,105,2.107,1.846,66.56,5.042,3593.9,95
1,106,2.117,1.756,66.3,5.044,3581.3,94
1,107,2.164,1.779,67.13,4.986,3584.3,93
1,108,2.081,1.775,66.72,5.028,3586.3,92
1,109,2.152,1.824,66.13,5.044,3589.8,91
1,110,2.185,1.848,66.83,5.068,3586.7,90
1,111,2.17,1.806,66.22,5.0,3583.3,89
1,112,2.193,1.861,66.82,5.007,3590.3,88
1,113,2.241,1.854,66.53,5.03,3587.2,87
1,114,2.169,1.871,67.06,4.998,3587.0,86
1,115,2.186,1.941,67.62,5.007,3587.5,85
1,116,2.167,1.857,66.93,4.987,3588.6,84
1,117,2.363,1.873,66.74,5.01,3592.0,83
1,118,2.255,1.948,68.16,4.968,3580.1,82
1,119,2.309,1.935,67.74,5.001,3577.8,81
1,120,2.37,1.952,68.07,4.979,3582.1,80
1,121,2.396,2.027,67.76,4.953,3586.4,79
1,122,2.359,2.027,66.93,4.99,3580.7,78
1,123,2.376,2.069,67.88,4.964,3589.4,77
1,124,2.438,2.065,68.01,4.958,3585.1,76
1,125,2.463,2.072,68.68,4.944,3573.2,75
1,126,2.58,2.216,67.92,4.92,3581.2,74
1,127,2.536,2.132,67.7,4.964,3584.1,73
1,128,2.52,2.196,69.42,4.949,3580.2,72
1,129,2.609,2.221,67.67,4.942,3579.5,71
1,130,2.723,2.219,69.52,4.909,3583.0,70
1,131,2.699,2.221,68.93,4.948,3578.8,69
1,132,2.656,2.287,68.54,4.91,3579.3,68
1,133,2.695,2.255,69.4,4.898,3568.9,67
1,134,2.835,2.364,68.97,4.874,3581.9,66
1,135,2.859,2.483,69.71,4.9,3577.4,65
1,136,2.92,2.449,70.3,4.874,3575.7,64
1,137,2.912,2.492,70.61,4.866,3575.2,63
1,138,2.989,2.488,70.52,4.821,3573.0,62
1,139,2.991,2.443,69.76,4.839,3574.9,61
1,140,3.114,2.566,69.92,4.846,3579.2,60
1,141,3.079,2.58,70.92,4.833,3577.0,59
1,142,3.167,2.686,70.33,4.828,3572.9,58
1,143,3.17,2.638,71.4,4.811,3568.9,57
1,144,3.267,2.789,70.13,4.777,3568.6,56
1,145,3.383,2.799,71.88,4.774,3567.1,55
1,146,3.397,2.836,72.0,4.782,3572.0,54
1,147,3.441,2.911,72.36,4.742,3561.2,53
1,148,3.532,2.975,71.68,4.726,3569.8,52
1,149,3.587,3.048,72.7,4.744,3565.0,51
1,150,3.61,3.014,72.18,4.78,3575.0,50
1,151,3.716,3.039,73.36,4.74,3568.8,49
1,152,3.782,3.153,73.56,4.728,3567.6,48
1,153,3.724,3.183,73.18,4.677,3572.1,47
1,154,3.928,3.288,73.85,4.717,3564.5,46
1,155,3.933,3.244,74.2,4.678,3558.4,45
1,156,3.989,3.34,75.17,4.681,3562.8,44
1,157,4.069,3.402,74.46,4.628,3561.2,43
1,158,4.098,3.408,75.1,4.644,3553.8,42
1,159,4.193,3.556,75.67,4.642,3560.1,41
1,160,4.236,3.532,75.61,4.615,3564.2,40
1,161,4.386,3.631,75.11,4.587,3558.9,39
1,162,4.408,3.674,76.17,4.568,3554.6,38
1,163,4.503,3.744,76.48,4.569,3551.5,37
1,164,4.548,3.881,76.09,4.506,3547.6,36
1,165,4.646,3.889,76.94,4.557,3543.3,35
1,166,4.739,4.016,76.76,4.509,3550.0,34
1,167,4.767,4.007,78.37,4.538,3550.6,33
1,168,4.96,4.089,78.87,4.483,3551.4,32
1,169,4.981,4.283,78.76,4.454,3553.6,31
1,170,5.035,4.206,79.14,4.452,3549.7,30
1,171,5.135,4.31,79.25,4.396,3550.2,29
1,172,5.181,4.31,79.37,4.419,3543.6,28
1,173,5.34,4.386,79.55,4.388,3545.0,27
1,174,5.406,4.473,80.49,4.384,3536.4,26
1,175,5.406,4.588,80.39,4.362,3542.7,25
1,176,5.584,4.701,80.32,4.323,3537.2,24
1,177,5.679,4.79,81.04,4.278,3533.6,23
1,178,5.727,4.795,81.44,4.31,3537.9,22
1,179,5.896,4.869,81.61,4.3,3531.8,21
1,180,5.965,4.98,82.36,4.303,3534.1,20
1,181,6.129,5.047,82.2,4.254,3531.0,19
1,182,6.114,5.153,83.52,4.22,3538.0,18
1,183,6.289,5.278,83.92,4.24,3525.2,17
1,184,6.33,5.269,84.13,4.181,3530.7,16
1,185,6.52,5.381,84.7,4.168,3530.3,15
1,186,6.547,5.491,85.51,4.185,3529.9,14
1,187,6.675,5.514,85.31,4.15,3530.7,13
1,188,6.764,5.683,86.04,4.134,3527.0,12
1,189,6.848,5.749,84.77,4.097,3509.9,11
1,190,6.901,5.844,86.92,4.044,3520.2,10
1,191,7.133,5.897,88.26,4.046,3523.2,9
1,192,7.253,6.013,87.09,4.022,3520.0,8
1,193,7.244,6.09,87.69,4.02,3518.8,7
1,194,7.4,6.189,88.64,3.991,3513.1,6
1,195,7.483,6.332,88.79,3.928,3517.4,5
1,196,7.658,6.322,89.59,3.948,3515.6,4
1,197,7.78,6.424,90.12,3.904,3510.6,3
1,198,7.907,6.637,91.34,3.913,3510.6,2
1,199,8.004,6.707,91.0,3.866,3512.7,1
1,200,8.107,6.746,91.23,3.852,3507.8,0
2,1,1.787,1.925,65.37,4.999,3581.4,199
2,2,1.796,1.869,65.49,5.026,3588.1,198
2,3,1.85,1.88,65.83,5.045,3577.2,197
2,4,1.822,1.78,65.64,5.032,3589.8,196
2,5,1.884,1.875,65.37,5.042,3583.5,195
2,6,1.837,1.906,65.34,5.049,3588.3,194
2,7,1.798,1.906,65.97,5.035,3582.5,193
2,8,1.802,1.845,65.89,5.013,3587.3,192
2,9,1.787,1.859,65.68,5.081,3580.1,191
2,10,1.896,1.873,65.83,5.035,3587.4,190
2,11,1.831,1.925,65.39,5.055,3583.0,189
2,12,1.834,1.824,65.85,5.061,3585.3,188
2,13,1.829,1.822,65.51,5.001,3581.9,187
2,14,1.846,1.92,67.03,5.021,3591.3,186
2,15,1.846,1.861,65.84,5.034,3586.0,185
2,16,1.82,1.811,64.85,5.046,3584.5,184
2,17,1.813,1.867,66.02,5.036,3583.0,183
2,18,1.886,1.93,65.87,5.052,3590.6,182
2,19,1.882,1.892,65.92,5.043,3581.2,181
2,20,1.865,1.813,65.22,5.059,3589.0,180
2,21,1.896,1.856,65.05,5.028,3586.0,179
2,22,1.84,1.912,65.44,5.04,3581.6,178
2,23,1.855,1.867,65.25,5.028,3584.9,177
2,24,1.826,1.938,65.57,5.028,3577.2,176
2,25,1.801,1.856,65.28,5.06,3584.9,175
2,26,1.888,1.869,65.64,5.031,3585.6,174
2,27,1.905,1.774,64.62,5.022,3585.7,173
2,28,1.864,1.886,65.43,5.053,3589.7,172
2,29,1.844,1.906,65.76,5.021,3588.4,171
2,30,1.841,1.867,66.36,4.984,3579.9,170
2,31,1.789,1.852,65.49,5.002,3581.7,169
2,32,1.802,1.965,66.52,5.024,3584.1,168
2,33,1.791,1.791,65.56,5.013,3585.3,167
2,34,1.773,1.837,65.7,5.04,3587.3,166
2,35,1.784,1.901,65.22,5.045,3585.6,165
2,36,1.782,1.854,65.8,5.045,3585.0,164
2,37,1.898,1.907,65.49,5.048,3593.3,163
2,38,1.915,1.818,65.16,5.062,3581.4,162
2,39,1.784,1.848,65.83,5.031,3583.0,161
2,40,1.81,1.839,65.18,5.078,3586.8,160
2,41,1.872,1.847,65.53,5.018,3575.0,159
2,42,1.782,1.795,64.5,5.009,3590.9,158
2,43,1.835,1.919,65.83,5.048,3582.0,157
2,44,1.858,1.896,65.33,5.044,3587.9,156
2,45,1.815,1.822,65.03,5.034,3586.9,155
2,46,1.805,1.868,65.91,5.045,3591.8,154
2,47,1.888,1.827,66.46,5.022,3589.8,153
2,48,1.839,1.851,64.72,5.029,3579.4,152
2,49,1.875,1.928,65.22,5.039,3582.7,151
2,50,1.812,1.898,65.6,5.067,3583.7,150
2,51,1.877,1.871,66.02,5.024,3585.4,149
2,52,1.832,1.834,65.95,5.046,3588.0,148
2,53,1.898,1.925,65.43,5.04,3583.1,147
2,54,1.838,1.843,66.43,5.04,3584.7,146
2,55,1.884,1.78,64.62,5.048,3585.8,145
2,56,1.847,1.814,65.61,5.073,3588.9,144
2,57,1.843,1.849,65.42,4.99,3586.6,143
2,58,1.871,1.804,65.29,5.009,3581.7,142
2,59,1.839,1.784,65.93,5.048,3584.6,141
2,60,1.737,1.827,66.24,4.977,3584.2,140
2,61,1.789,1.899,65.28,5.041,3587.9,139
2,62,1.91,1.859,65.81,5.003,3590.4,138
2,63,1.806,1.845,65.61,5.001,3586.5,137
2,64,1.875,1.879,64.83,5.03,3588.6,136
2,65,1.762,1.824,66.06,5.038,3587.2,135
2,66,1.911,1.886,65.95,5.087,3584.7,134
2,67,1.805,1.884,65.84,5.022,3581.5,133
2,68,1.929,1.88,65.26,5.051,3585.2,132
2,69,1.827,1.889,64.98,5.04,3593.2,131
2,70,1.855,1.852,65.37,5.024,3584.6,130
2,71,1.822,1.904,64.76,5.05,3584.1,129
2,72,1.852,1.822,66.29,5.057,3589.4,128
2,73,1.776,1.9,65.82,5.0,3585.5,127
2,74,1.851,1.889,65.71,5.038,3591.5,126
2,75,1.886,1.752,65.46,5.029,3578.6,125
2,76,1.84,1.917,65.08,5.039,3581.9,124
2,77,1.81,1.926,65.35,5.042,3578.1,123
2,78,1.911,1.891,65.53,5.044,3580.0,122
2,79,1.884,1.854,65.52,5.023,3583.3,121
2,80,1.864,1.877,65.95,5.032,3587.6,120
2,81,1.82,1.956,64.84,5.058,3591.1,119
2,82,1.803,1.956,66.12,5.052,3585.7,118
2,83,1.828,1.859,65.82,5.061,3586.3,117
2,84,1.8,1.9,66.08,5.046,3588.6,116
2,85,1.826,1.83,65.19,5.0,3586.5,115
2,86,1.833,1.849,64.14,5.008,3590.1,114
2,87,1.81,1.881,64.93,5.061,3585.0,113
2,88,1.848,1.96,66.38,5.026,3583.2,112
2,89,1.824,1.887,65.57,5.025,3591.5,111
2,90,1.832,1.959,65.67,5.068,3587.0,110
2,91,1.875,1.838,65.2,5.042,3589.5,109
2,92,1.838,1.816,64.94,5.004,3578.5,108
2,93,1.841,1.912,65.62,4.987,3584.8,107
2,94,1.83,1.951,64.89,5.025,3592.4,106
2,95,1.855,1.89,65.68,5.039,3588.7,105
2,96,1.804,1.902,64.94,5.039,3586.3,104
2,97,1.812,1.866,65.31,5.011,3584.2,103
2,98,1.793,1.88,65.05,5.047,3580.9,102
2,99,1.814,1.842,66.28,5.039,3584.7,101
2,100,1.857,1.783,65.6,5.073,3586.1,100
2,101,1.84,1.889,66.07,4.993,3578.9,99
2,102,1.848,1.84,66.29,5.026,3577.8,98
2,103,1.791,1.762,65.53,5.028,3583.8,97
2,104,1.889,1.923,65.58,4.988,3587.9,96
2,105,1.874,1.892,66.18,5.006,3593.4,95
2,106,1.82,1.915,64.87,5.01,3591.4,94
2,107,1.856,1.925,65.86,5.025,3590.7,93
2,108,1.866,1.828,65.38,5.036,3586.7,92
2,109,1.823,1.879,65.53,5.016,3579.4,91
2,110,1.872,1.888,66.26,5.037,3584.2,90
2,111,1.894,1.933,65.52,4.995,3580.9,89
2,112,1.898,1.892,66.06,5.03,3578.1,88
2,113,1.939,1.943,66.22,5.012,3578.4,87
2,114,1.904,1.966,66.63,4.965,3585.4,86
2,115,2.019,1.973,66.46,4.992,3583.3,85
2,116,1.925,1.901,66.73,4.982,3581.7,84
2,117,1.955,1.955,66.26,4.983,3584.8,83
2,118,2.049,2.042,66.55,5.025,3578.7,82
2,119,2.051,2.093,67.16,4.961,3581.5,81
2,120,2.131,2.087,66.72,4.98,3580.9,80
2,121,2.113,2.077,66.7,4.981,3579.4,79
2,122,2.148,2.226,65.94,4.981,3578.7,78
2,123,2.177,2.133,67.33,4.993,3582.1,77
2,124,2.228,2.061,67.86,4.971,3585.3,76
2,125,2.163,2.146,67.26,4.957,3581.7,75
2,126,2.286,2.134,67.8,4.952,3579.4,74
2,127,2.215,2.252,66.24,4.958,3573.8,73
2,128,2.309,2.254,68.17,4.935,3576.5,72
2,129,2.321,2.338,67.99,4.924,3577.9,71
2,130,2.314,2.333,66.99,4.94,3578.9,70
2,131,2.509,2.303,67.97,4.953,3582.7,69
2,132,2.423,2.388,68.18,4.915,3574.6,68
2,133,2.487,2.348,68.41,4.911,3576.0,67
2,134,2.466,2.485,68.69,4.879,3575.2,66
2,135,2.512,2.438,68.42,4.91,3573.2,65
2,136,2.64,2.493,68.99,4.874,3578.7,64
2,137,2.637,2.489,68.35,4.858,3569.6,63
2,138,2.719,2.57,70.42,4.825,3574.9,62
2,139,2.704,2.608,69.5,4.804,3574.4,61
2,140,2.873,2.649,69.75,4.861,3572.1,60
2,141,2.822,2.616,70.15,4.829,3568.1,59
2,142,2.9,2.726,69.77,4.833,3566.1,58
2,143,2.988,2.736,69.91,4.849,3575.3,57
2,144,3.002,2.797,70.2,4.802,3570.3,56
2,145,3.048,2.878,70.58,4.761,3567.3,55
2,146,3.143,2.87,70.82,4.762,3569.1,54
2,147,3.147,3.031,71.4,4.741,3570.6,53
2,148,3.188,2.996,71.54,4.746,3570.7,52
2,149,3.246,3.043,71.3,4.733,3570.8,51
2,150,3.362,3.185,73.01,4.712,3565.9,50
2,151,3.35,3.136,71.81,4.699,3560.6,49
2,152,3.453,3.17,72.8,4.69,3575.2,48
2,153,3.504,3.274,72.0,4.73,3567.6,47
2,154,3.598,3.271,73.02,4.66,3568.1,46
2,155,3.684,3.383,71.97,4.65,3564.1,45
2,156,3.767,3.479,72.67,4.662,3564.6,44
2,157,3.72,3.491,73.88,4.637,3552.2,43
2,158,3.842,3.536,73.96,4.618,3556.9,42
2,159,3.924,3.625,74.17,4.607,3558.1,41
2,160,3.92,3.686,74.62,4.601,3560.6,40
2,161,3.991,3.649,75.06,4.586,3556.5,39
2,162,4.125,3.816,75.7,4.581,3553.8,38
2,163,4.134,3.882,76.16,4.569,3550.3,37
2,164,4.321,3.949,76.64,4.524,3551.9,36
2,165,4.402,3.982,75.63,4.534,3554.1,35
2,166,4.454,4.054,76.38,4.539,3547.1,34
2,167,4.507,4.112,77.28,4.464,3544.4,33
2,168,4.53,4.18,76.62,4.47,3551.2,32
2,169,4.668,4.257,77.37,4.475,3549.4,31
2,170,4.749,4.31,78.39,4.452,3540.8,30
2,171,4.888,4.344,78.93,4.448,3546.4,29
2,172,4.953,4.451,78.92,4.403,3545.1,28
2,173,5.069,4.509,78.64,4.369,3538.7,27
2,174,5.049,4.634,80.22,4.404,3535.3,26
2,175,5.241,4.736,79.46,4.36,3532.6,25
2,176,5.313,4.712,80.16,4.308,3541.6,24
2,177,5.435,4.8,79.88,4.278,3537.1,23
2,178,5.464,4.847,81.06,4.294,3532.6,22
2,179,5.559,5.03,81.53,4.281,3538.1,21
2,180,5.63,5.068,81.7,4.255,3536.1,20
2,181,5.742,5.168,82.3,4.187,3537.9,19
2,182,5.749,5.204,82.94,4.219,3525.9,18
2,183,5.926,5.353,81.88,4.228,3530.3,17
2,184,6.023,5.372,82.75,4.203,3532.1,16
2,185,6.103,5.463,83.25,4.191,3522.4,15
2,186,6.338,5.564,83.53,4.132,3523.2,14
2,187,6.327,5.655,83.93,4.081,3523.5,13
2,188,6.411,5.709,84.53,4.086,3531.6,12
2,189,6.592,5.837,84.54,4.069,3523.1,11
2,190,6.656,5.953,85.27,4.055,3518.4,10
2,191,6.812,5.982,86.19,4.034,3516.4,9
2,192,6.934,6.109,86.74,4.008,3521.1,8
2,193,7.017,6.179,87.3,4.029,3511.0,7
2,194,7.169,6.209,87.82,4.004,3516.9,6
2,195,7.259,6.357,88.2,3.945,3510.2,5
2,196,7.355,6.483,88.28,3.911,3506.4,4
2,197,7.498,6.593,89.26,3.923,3510.7,3
2,198,7.615,6.681,89.59,3.869,3517.6,2
2,199,7.699,6.741,90.34,3.861,3501.6,1
2,200,7.882,6.863,90.07,3.856,3508.1,0
3,1,2.056,1.998,64.89,4.913,3588.9,199
3,2,2.011,1.992,64.5,4.929,3586.3,198
3,3,1.939,1.932,65.18,4.874,3587.4,197
3,4,1.973,2.044,64.65,4.939,3585.0,196
3,5,1.996,2.021,64.67,4.946,3582.6,195
3,6,2.004,2.028,65.23,4.965,3583.5,194
3,7,1.937,1.951,65.23,4.936,3587.0,193
3,8,1.947,2.022,64.29,4.949,3598.0,192
3,9,2.007,2.015,64.65,4.89,3584.1,191
3,10,1.948,1.933,65.76,4.932,3588.1,190
3,11,1.98,1.984,65.38,4.926,3588.7,189
3,12,1.984,1.978,64.2,4.887,3585.5,188
3,13,1.994,1.94,64.88,4.927,3577.9,187
3,14,1.955,2.008,65.09,4.903,3587.2,186
3,15,2.033,2.022,64.85,4.917,3584.0,185
3,16,2.011,1.999,65.21,4.929,3589.8,184
3,17,1.996,2.023,65.33,4.91,3579.3,183
3,18,2.054,2.001,64.04,4.912,3589.6,182
3,19,1.981,1.971,65.6,4.905,3583.4,181
3,20,2.0,2.007,65.15,4.944,3587.3,180
3,21,2.011,1.981,64.93,4.928,3587.4,179
3,22,2.023,2.013,64.92,4.91,3586.8,178
3,23,1.991,1.999,66.0,4.916,3588.2,177
3,24,2.035,1.995,66.07,4.919,3587.8,176
3,25,1.96,1.977,65.02,4.943,3587.8,175
3,26,2.042,1.987,64.73,4.98,3588.1,174
3,27,1.963,1.963,64.43,4.945,3585.1,173
3,28,1.997,1.989,65.27,4.909,3582.2,172
3,29,2.001,2.015,65.07,4.91,3589.3,171
3,30,1.962,1.97,64.43,4.952,3589.1,170
3,31,2.016,2.041,66.31,4.892,3583.6,169
3,32,1.967,1.957,64.36,4.92,3581.7,168
3,33,2.005,1.993,65.14,4.936,3589.0,167
3,34,1.977,2.076,65.02,4.889,3582.5,166
3,35,1.922,1.992,64.84,4.917,3594.6,165
3,36,2.014,2.02,64.43,4.906,3586.7,164
3,37,1.999,1.917,64.81,4.926,3585.7,163
3,38,1.959,1.97,64.81,4.928,3589.0,162
3,39,2.035,1.979,64.67,4.935,3589.0,161
3,40,1.975,2.023,65.39,4.952,3593.7,160
3,41,1.957,1.992,64.91,4.924,3584.0,159
3,42,1.932,1.995,64.52,4.928,3583.4,158
3,43,1.948,2.001,64.97,4.938,3595.3,157
3,44,2.003,2.011,64.36,4.9,3592.9,156
3,45,1.955,1.949,64.88,4.924,3582.9,155
3,46,1.98,2.04,64.5,4.898,3590.3,154
3,47,2.012,1.966,64.11,4.911,3586.3,153
3,48,2.039,1.95,64.86,4.94,3577.0,152
3,49,2.033,1.944,65.07,4.931,3590.9,151
3,50,2.014,1.896,64.51,4.929,3585.8,150
3,51,2.011,2.023,65.2,4.922,3579.2,149
3,52,1.974,2.008,64.35,4.939,3590.2,148
3,53,1.997,1.869,64.26,4.964,3584.4,147
3,54,1.913,2.041,64.91,4.948,3587.7,146
3,55,2.01,2.006,65.25,4.972,3590.4,145
3,56,1.929,2.009,65.47,4.95,3584.8,144
3,57,2.039,2.028,66.19,4.911,3584.5,143
3,58,1.98,1.972,64.45,4.871,3584.8,142
3,59,2.007,1.971,65.87,4.926,3591.7,141
3,60,2.002,2.024,65.04,4.954,3586.8,140
3,61,2.012,2.006,64.76,4.934,3595.5,139
3,62,1.981,2.008,65.53,4.949,3586.6,138
3,63,1.897,2.012,63.79,4.956,3587.2,137
3,64,2.032,1.955,64.12,4.931,3586.4,136
3,65,1.972,1.995,66.28,4.943,3590.7,135
3,66,2.026,2.05,64.8,4.885,3585.8,134
3,67,2.024,1.952,64.81,4.912,3592.6,133
3,68,2.022,2.017,65.21,4.925,3587.3,132
3,69,1.945,1.904,64.97,4.933,3591.4,131
3,70,2.055,2.054,64.4,4.919,3588.5,130
3,71,2.093,2.05,65.46,4.918,3583.0,129
3,72,2.023,1.947,64.78,4.924,3592.9,128
3,73,1.978,1.894,65.15,4.912,3586.7,127
3,74,1.988,1.98,65.29,4.896,3584.5,126
3,75,2.019,1.967,64.1,4.94,3591.0,125
3,76,1.99,1.913,65.25,4.893,3587.8,124
3,77,1.956,1.945,64.68,4.923,3584.0,123
3,78,2.015,1.973,65.39,4.932,3583.8,122
3,79,1.957,1.925,65.04,4.919,3577.1,121
3,80,1.97,1.955,65.69,4.892,3580.8,120
3,81,2.036,2.045,64.53,4.914,3589.0,119
3,82,1.899,1.917,64.76,4.957,3584.8,118
3,83,1.996,2.037,65.95,4.915,3586.5,117
3,84,2.065,1.93,65.41,4.906,3587.0,116
3,85,1.982,1.953,64.41,4.932,3590.5,115
3,86,1.987,1.994,65.19,4.907,3589.5,114
3,87,2.025,2.095,64.71,4.917,3589.6,113
3,88,2.025,1.97,64.7,4.937,3583.2,112
3,89,1.975,1.995,65.4,4.914,3579.2,111
3,90,1.915,1.941,64.24,4.923,3581.8,110
3,91,1.964,1.96,64.68,4.953,3589.2,109
3,92,1.993,1.973,64.68,4.933,3588.9,108
3,93,1.956,1.993,63.88,4.93,3589.6,107
3,94,1.981,2.064,64.46,4.931,3586.4,106
3,95,1.988,1.987,64.95,4.943,3592.1,105
3,96,1.992,2.024,64.55,4.942,3583.5,104
3,97,2.036,2.08,64.84,4.882,3584.4,103
3,98,2.041,2.013,65.02,4.946,3588.5,102
3,99,2.041,2.028,65.66,4.933,3590.2,101
3,100,1.98,1.967,65.75,4.931,3589.8,100
3,101,1.997,1.968,64.91,4.955,3588.8,99
3,102,1.926,1.985,65.8,4.921,3579.3,98
3,103,2.073,2.023,64.89,4.918,3590.8,97
3,104,1.98,2.045,65.21,4.929,3587.0,96
3,105,2.0,2.046,64.53,4.891,3588.8,95
3,106,2.039,2.028,65.19,4.915,3589.4,94
3,107,2.019,1.996,64.87,4.961,3579.2,93
3,108,2.05,1.956,65.01,4.91,3577.7,92
3,109,2.056,2.017,64.05,4.933,3591.6,91
3,110,2.112,2.056,65.17,4.941,3592.5,90
3,111,2.11,2.014,65.3,4.92,3578.3,89
3,112,2.097,2.154,65.58,4.938,3586.1,88
3,113,2.09,2.091,64.91,4.887,3590.3,87
3,114,2.164,2.05,65.87,4.901,3586.3,86
